Local ID,County,Municipality,On,From,To,Approach,Direction,AADT Year,AADT,AADT Cars,AADT Trucks,Location
536416,Erie,Orchard Park,MILESTRIP RD,Baker Rd,RT 187 TRANSIT RD,,2-WAY,2008,3700,,,"(42.789275, -78.715872)"
534091,Erie,BOSTON,BOSTON-COLDEN RD,BOSTON STATE RD,COLE RD,BETWEEN,,2023,1326,,,"(42.624707, -78.721697)"
537074,Erie,Tonawanda,KENMORE AVE,RT 325 SHERIDAN DR,VULCAN ST,,2-WAY,1977,8600,,,"(42.969746, -78.903219)"
530129,Erie,West Seneca,AURORA EXPWY,RT 16 SENECA ST,I-90 NYS THRUWAY,BETWEEN,2-WAY,2006,47885,,,"(42.849482, -78.785177)"
540096,Niagara,Niagara Falls,MAIN ST,RT 62 (NB) WALNUT AV,RT 62A PINE AV,,2-WAY,2005,6800,,,"(43.093537, -79.057067)"
536308,Erie,North Collins,MARSHFIELD RD,JENNINGS RD,NY75,,2-WAY,2006,70,,,"(42.542762, -78.859404)"
530063,Erie,Holland,OLEAN RD,SAVAGE RD,WARNER HILL RD,BETWEEN,2-WAY,1989,10400,,,"(42.670683, -78.559434)"
536168,Erie,Amherst,MAPLE RD,RT 263 MILLERSPORT HWY,N FOREST RD,,2-WAY,2010,22548,,,"(42.991342, -78.777892)"
534583,Erie,Buffalo,MCKINLEY PKWY,ABBOTT RD (SOUTHSIDE PKWY),RT 62 BAILEY AV,,2-WAY,2014,13570,13148,421,"(42.858499, -78.824779)"
534023,Erie,Buffalo,AMHERST ST,ELMWOOD AV,RT 384 DELAWARE AV,BETWEEN,2-WAY,2006,6800,,,"(42.940546, -78.875141)"
532118,Erie,Clarence,STAHLEY RD,COUNTY RD,CONNER RD,,2-WAY,2011,2349,2196,152,"(43.023862, -78.670646)"
534957,Erie,Hamburg,NEWTON RD,S Abbott Rd,DRAUDT RD,,2-WAY,2005,1500,,,"(42.721921, -78.783817)"
544266,Niagara,Wilson,Young St,RT 425 LAKE ST,WILSON VILLAGE LN,,2-WAY,2013,1830,1763,66,"(43.309591, -78.823216)"
530926,Erie,Cheektowaga,GENESEE ST,BUFFALO CITY LN,RT 240 HARLEM RD,,2-WAY,1990,16900,,,"(42.920198, -78.792229)"
530545,Erie,Buffalo,NIAGARA THRUWAY,RT 354 CLINTON ST (N2),RT 16 SENECA ST/RT 62 BAILEY AV (N3),BETWEEN,2-WAY,2006,63000,,,"(42.870948, -78.817828)"
530152,Erie,Buffalo,KENSINGTON EXPWY,EAST UTICA ST,HUMBOLDT PKWY,BETWEEN,2-WAY,1977,50200,,,"(42.916696, -78.843418)"
540318,Niagara,Newfane,Lockport Olcott Rd,START OLAP RT 104 RIDGE RD,END OLAP RT 104 RIDGE RD,,2-WAY,1997,13500,,,"(43.221643, -78.676966)"
534167,Erie,Boston,COLE RD,BOSTON-COLDEN RD,OMPHALIUS RD,,2-WAY,2007,360,,,"(42.647853, -78.716161)"
534422,Erie,Amherst,HEIM RD,N FOREST RD,DODGE RD,,2-WAY,2019,4651,4583,67,"(43.017582, -78.752427)"
544004,Niagara,Niagara Falls,11TH ST,PORTAGE RD,MICHIGAN AV,,2-WAY,1998,7950,,,"(43.101177, -79.049471)"
534902,Erie,Buffalo,WILLIAM ST,JEFFERSON AV,FILLMORE AV,,2-WAY,2005,7000,,,"(42.885136, -78.8504)"
536209,Erie,Alden,NORTH RD,ALDEN-CRITTENDEN RD,GENESEE CO LN,,2-WAY,2013,1314,,,"(42.921971, -78.484184)"
540396,Niagara,North Tonawanda,RIVER RD,NIAGARA CO LN,RT 384 MAIN ST,,2-WAY,1993,14400,,,"(43.025935, -78.879685)"
544196,Niagara,Niagara Falls,PORTAGE RD,CEDAR AV,11TH ST,,2-WAY,1996,10300,,,"(43.097937, -79.050539)"
534904,Erie,Buffalo,WILLIAM ST,RT 62 BAILEY AV,BUFFALO CITY LN,,2-WAY,1993,12700,,,"(42.884722, -78.806874)"
536485,Erie,Buffalo,FILLMORE AVE,E DELAVAN AV,KENSINGTON AV,,2-WAY,1998,9800,,,"(42.923892, -78.839342)"
530156,Erie,Collins,MAIN ST,END OLAP RT 62,RT 75 SISSON HWY,BETWEEN,2-WAY,1988,2800,,,"(42.494631, -78.873207)"
534437,Erie,Tonawanda,HIGHLAND PKWY,DELAWARE RD,COLVIN BLVD,,2-WAY,1992,8400,,,"(42.974401, -78.862556)"
534215,Erie,Buffalo,DELAVAN AVE (WEST),RICHMOND AV,ELMWOOD AV,,2-WAY,2016,3560,3436,123,"(42.922188, -78.880139)"
530199,Erie,Cheektowaga,BROADWAY,BUFFALO E CITY LN,RT 240 HARLEM RD,BETWEEN,2-WAY,1994,14100,,,"(42.899893, -78.78975)"
530003,Erie,Buffalo,SCAJAQUADA EXPWY,ELMWOOD AV,RT 384 DELAWARE AV,BETWEEN,2-WAY,1988,41100,,,"(42.93459, -78.871365)"
531119,Erie,Buffalo,S ELMWOOD AVE,W TUPPER ST,EDWARD ST,,2-WAY,2020,6371,6143,227,"(42.895644, -78.876799)"
530042,Erie,Sardinia,OLEAN RD,ERIE CO LN,END OLAP RT 39,BETWEEN,2-WAY,2004,14000,,,"(42.536588, -78.478469)"
540136,Niagara,Royalton,ROCHESTER RD,RT 271/31E,ORLEANS CO LN,,2-WAY,2010,6115,,,"(43.204839, -78.467193)"
533184,Erie,Buffalo,NY 33 @ Suffolk St,,,,RAMP,2010,2430,,,"(42.93337, -78.808961)"
530945,Erie,Cheektowaga,WALDEN AVE,BUFFALO CITY LN,RT 240 HARLEM RD,,2-WAY,1992,16900,,,"(42.90726, -78.791837)"
536405,Erie,Lancaster,COMMERCE PKWY W,CENTRAL AV,COMMERCE PKWY E,,2-WAY,2011,1125,,,"(42.912841, -78.671671)"
534882,Erie,Amherst,WEHRLE DR,CAYUGA RD,AERO DR,,2-WAY,1982,20400,,,"(42.949575, -78.740838)"
530572,Erie,Amherst,YOUNGMANN EXPWY,RT 324 SHERIDAN DR,RT 5 MAIN ST,BETWEEN,2-WAY,1991,91200,,,"(42.9697, -78.771645)"
534315,Erie,BUFFALO,FERRY ST (EAST),WOHLERS AVE,HUMBOLDT PKWY SB,BETWEEN,,2023,12221,,,"(42.914722, -78.845649)"
530312,Erie,Clarence,TRANSIT RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,BETWEEN,2-WAY,2011,34288,,,"(42.971999, -78.696871)"
546013,Niagara,Pendleton,DONNER RD,EAST CANAL RD,TRANSIT RD,,2-WAY,2011,325,,,"(43.1242, -78.69901)"
534542,Erie,BUFFALO,LOUISIANA ST,SOUTH PARK AVE,I-190 RAMP,BETWEEN,,2022,5080,,,"(42.873022, -78.864055)"
535184,Erie,Tonawanda,Liston St,Delaware Ave,Colvin Blvd,,2-WAY,2014,429,,,"(42.979005, -78.867127)"
530058,Erie,Amherst,BAILEY AVE,RT 263 MILLERSPORT HWY,EGGERT RD,BETWEEN,2-WAY,1976,11700,,,"(42.970728, -78.813822)"
540109,Niagara,Royalton,ROCHESTER RD,RT 77 CHESTNUT RIDGE RD,GASPORT RD,,2-WAY,1992,6400,,,"(43.194353, -78.583899)"
530045,Erie,East Aurora,OLEAN ST,SOUTH ST,START OLAP RT 20A/78,BETWEEN,2-WAY,1979,6000,,,"(42.761051, -78.608004)"
534623,Erie,Orchard Park,N FREEMAN RD,RT 20A QUAKER ST,RT 240/277 N BUFFALO RD,,2-WAY,2007,3800,,,"(42.779498, -78.734744)"
536182,Erie,Newstead,BUCKWHEAT RD,NEWSTEAD TOWN LN,S NEWSTEAD RD,,2-WAY,2013,406,,,"(42.961852, -78.519244)"
530983,Erie,Buffalo,BROADWAY,ELM ST,JEFFERSON AV,,2-WAY,2014,6880,,,"(42.888354, -78.860636)"
546130,Niagara,Pendleton,N TONA CREEK RD,IRISH RD,E CANAL RD,,2-WAY,1988,1800,,,"(43.085758, -78.732587)"
534167,Erie,Boston,COLE RD,BOSTON-COLDEN RD,OMPHALIUS RD,,2-WAY,2004,350,,,"(42.647853, -78.716161)"
530081,Erie,Buffalo,BAILEY AVE,ABBOTT RD,MCKINLEY PKWY,BETWEEN,2-WAY,1979,7700,,,"(42.858326, -78.828806)"
530349,Erie,Cheektowaga,NYS THRUWAY,KENSINGTON EXPWY (M51),CLEVELAND DR (M50A),BETWEEN,2-WAY,1983,75800,,,"(42.939522, -78.766308)"
542040,Niagara,HARTLAND/SOMERSET,HARTLAND/SOMERSET TOWN LINE RD,CHECKERED TAVERN RD,HOSMER RD,,2-WAY,2013,696,644,51,"(43.305937, -78.613406)"
541219,Niagara,North Tonawanda,SWEENEY ST,END,WEBSTER ST,,1-WAY,2013,944,,,"(43.022224, -78.878455)"
544207,Niagara,"PENDLETON, LOCKPORT",ROBINSON RD,E CANAL RD,RT 93 LKPT BYPASS,,2-WAY,1977,5900,,,"(43.132889, -78.716226)"
534891,Erie,Boston,WEST TILLEN RD,Rice Rd,MILL ST,,2-WAY,2005,1300,,,"(42.625323, -78.755826)"
536462,Erie,Hamburg,Pleasant Ave,ROGERS RD,PLEASANT AVE,BETWEEN,2-WAY,2007,3000,,,"(42.7334, -78.86372)"
541102,Niagara,Wheatfield,NASH RD,N TONAWANDA CITY LN,RT 62 NF BLVD,,2-WAY,2007,6450,,,"(43.075007, -78.865885)"
534445,Erie,Buffalo,HOPKINS ST,TIFFT ST,RT 62 SOUTH PARK AV,,2-WAY,2015,5104,4789,314,"(42.851727, -78.832269)"
536461,Erie,Buffalo,FERRY ST (EAST),HUMBOLDT PKWY SB,FILLMORE AV,BETWEEN,2-WAY,2009,7780,7462,317,"(42.914646, -78.84118)"
530153,Erie,Clarence,MAIN ST,RT 324 SHERIDAN DR,STRICKLER RD,BETWEEN,2-WAY,2010,15525,,,"(42.973726, -78.62885)"
536418,Erie,West Seneca,RIDGE RD,RT 240 ORCHARD PARK RD,SENECA ST,,2-WAY,2004,20300,,,"(42.829714, -78.77492)"
546127,Niagara,Lockport,COLD SPRING RD,RT 31 EAST AV,MARKET ST,BETWEEN,2-WAY,2002,6300,,,"(43.184173, -78.662713)"
530311,Erie,Lancaster,TRANSIT RD,RT 33 GENESEE ST,I-90 NYS THRUWAY,BETWEEN,2-WAY,1990,27400,,,"(42.94398, -78.696938)"
534716,Erie,Buffalo,PROSPECT ST,CONNECTICUT ST,MASSACHUSETTS AV,,1-WAY,2000,1450,,,"(42.90585, -78.894807)"
533218,Erie,Sloan,NY 130 Broadway / NY 240 Harlem Rd,,,,RAMP,2014,1921,1760,160,"(42.898479, -78.784289)"
534799,Erie,Grand Island,STALEY RD,STONY POINT RD,E RIVER PKWY,,2-WAY,2007,2400,,,"(43.007366, -78.931988)"
534364,Erie,Concord,GENESEE RD,SMITH RD,RT 219,,2-WAY,2012,1753,,,"(42.552972, -78.72704)"
534880,Erie,Amherst,WEHRLE DR,BEACH RD,RT 277 UNION RD,,2-WAY,2004,12600,,,"(42.949603, -78.757063)"
531013,Erie,Buffalo,ELMWOOD AVE,NOTTINGHAM TERR,AMHERST ST,,2-WAY,1980,19600,,,"(42.938242, -78.878607)"
534165,Erie,Cheektowaga,CLEVELAND DR,BEACH RD,RT 277 UNION RD,,2-WAY,1985,9400,,,"(42.94484, -78.757682)"
547040,Niagara,North Tonawanda,WALCK RD,ZIMMERMAN ST,RT 425 ERIE AV,,2-WAY,2001,7100,,,"(43.045484, -78.85543)"
530047,Erie,Amherst,HARLEM RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,BETWEEN,2-WAY,1977,10700,,,"(42.971463, -78.78391)"
534467,Erie,Elma,JAMISON RD,MAPLE ST,SCHULTZ RD,,2-WAY,2013,5725,5475,249,"(42.804965, -78.621211)"
534683,Erie,Tonawanda,PARKER BLVD,BROMPTON RD,ELLICOTT CREEK RD,,2-WAY,2009,3439,3403,35,"(43.009547, -78.835938)"
534844,Erie,Buffalo,UTICA ST (EAST),RT 5 MAIN ST,MICHIGAN AV,,2-WAY,2002,4300,,,"(42.911225, -78.863651)"
534626,Erie,Amherst,N FRENCH RD,RT 270 CAMPBELL BLVD,I-990,,2-WAY,2000,11800,,,"(43.034808, -78.766003)"
544210,Niagara,North Tonawanda,ROBINSON ST,OLIVER ST,PAYNE AV,,2-WAY,1996,4800,,,"(43.032953, -78.874017)"
534081,Erie,Newstead,BLOOMINGDALE RD,JOHN ST,AKRON VILLAGE LN,,2-WAY,2001,2900,,,"(43.024508, -78.491084)"
537033,Erie,Hamburg,BIG TREE RD,BAYVIEW RD,RT 62 SOUTH PARK AV,,2-WAY,2011,4350,,,"(42.771971, -78.830183)"
540043,Niagara,Lewiston,Ridge Rd,ROBERT MOSES PKWY,RT 18 CREEK RD,,2-WAY,2008,6250,,,"(43.173197, -79.022449)"
533217,Erie,Buffalo,Rt 33 / Elm St,,,,RAMP,2016,11797,,,"(42.892783, -78.866095)"
534181,Erie,Cheektowaga,COMO PARK BLVD,RT 277 UNION RD,BENNETT RD,,2-WAY,2003,6800,,,"(42.893076, -78.747558)"
536099,Erie,Lackawanna,KIRBY AVE,WARSAW ST,ADRIAN ST,BETWEEN,2-WAY,2010,1100,,,"(42.816755, -78.830742)"
530069,Erie,Brant,ERIE RD,RT 249,EVANS/BRANT TN LN,BETWEEN,2-WAY,2007,7400,,,"(42.600603, -79.083674)"
530237,Erie,Cheektowaga,HARLEM RD,RT 130 BROADWAY,WALDEN AV,BETWEEN,2-WAY,2005,29600,,,"(42.904419, -78.784075)"
534031EB,Erie,AMHERST,AUDUBON PKWY,RT 263 MILLERSPORT HWY,FLINT RD,BETWEEN,,2022,1243,,,"(42.995757, -78.789976)"
534960,Erie,Evans,N MAIN ST,LAKE ST,BEACH RD,,2-WAY,2009,3312,3123,188,"(42.647275, -79.031683)"
531213,Erie,Grand Island,BUSH RD,SOUTH PKWY,BASELINE RD,,2-WAY,2014,601,575,25,"(42.975545, -78.961776)"
544054,Niagara,North Tonawanda,E ROBINSON ST,RT 425 TWIN CITIES HWY,ZIMMERMAN ST,,2-WAY,2006,8000,,,"(43.035749, -78.857747)"
534651,Erie,Buffalo,NORTHLAND AV,MAIN ST,JEFFERSON AV,,2-WAY,2013,1052,953,98,"(42.919404, -78.85717)"
534706,Erie,Lancaster,PLEASANT VW DR,HARRIS HILL RD,STONY RD,,2-WAY,2013,4707,4586,120,"(42.932928, -78.66182)"
531124,Erie,Buffalo,TUPPER ST (WEST),PEARL ST,MAIN ST,,2-WAY,2003,10300,,,"(42.893397, -78.87237)"
530342,Erie,Evans,NYS THRUWAY,EDEN/ANGOLA (M57A),RT 75 CAMP RD (M57),BETWEEN,2-WAY,1989,21000,,,"(42.71221, -78.905525)"
544168,Niagara,Niagara Falls,VETERANS DR,RT 384 BUFFALO AV,PACKARD RD,,2-WAY,2001,5200,,,"(43.085617, -79.023194)"
530055,Erie,Buffalo,SENECA ST,RT 62 BAILEY AV,KEATING ST/1-190,BETWEEN,2-WAY,1999,17300,,,"(42.866964, -78.824935)"
537030,Erie,North Collins,SPRUCE ST,US 62 MAIN ST,THIEL RD,,2-WAY,2009,575,,,"(42.594311, -78.935792)"
540017,Niagara,Niagara Falls,CLEVELAND AVE,Whirlpool St,RT 104 MAIN ST,,2-WAY,1992,1900,,,"(43.106787, -79.054694)"
544251,Niagara,North Tonawanda,WALCK RD,PAYNE AV,NASH RD,,2-WAY,2017,6680,6575,104,"(43.045156, -78.871013)"
534352,Erie,Buffalo,FRANKLIN ST,ALLEN ST,NORTH ST,,1-WAY,2017,2699,2623,75,"(42.900686, -78.87189)"
530127,Erie,West Seneca,AURORA EXPWY,RT 20/78 TRANSIT RD,RT 277 UNION RD,BETWEEN,2-WAY,1982,17600,,,"(42.840687, -78.725066)"
530004,Erie,Amherst,SHERIDAN DR,RT 240 HARLEM RD,I-290 YOUNGMANN EXPWY,BETWEEN,2-WAY,1992,32000,,,"(42.978591, -78.783702)"
544161,Niagara,North Tonawanda,OLIVER ST,GOUNDRY ST,THOMPSON ST,,2-WAY,1996,5400,,,"(43.027075, -78.874401)"
535247,Erie,Lancaster,Colony St,Columbia Ave,Depew N Village Ln,,2-WAY,2014,552,,,"(42.920056, -78.688717)"
534037,Erie,Amherst,AUDUBON PKWY,DODGE RD,I-990,,2-WAY,2015,7512,,,"(43.024616, -78.782197)"
534919,Erie,AMHERST,YOUNGS RD,RT 324 SHERIDAN DR,MAPLE RD,BETWEEN,,2023,16240,,,"(42.982136, -78.724842)"
534012,Erie,Cheektowaga,AERO DR,YOUNGS RD,HOLTZ RD,,2-WAY,1982,6500,,,"(42.94298, -78.72085)"
536410,Erie,West Seneca,FISHER RD,LANGNER RD,RT 240 ORCHARD PARK RD,,2-WAY,2007,3600,,,"(42.818688, -78.781167)"
533257,Erie,Cheektowaga,NY 130 Broadway / NY 277 Union Rd,,,,RAMP,2013,2821,2559,261,"(42.902606, -78.754104)"
530256,Erie,Amherst,BAILEY AVE,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,1988,19500,,,"(42.961389, -78.813896)"
534503,Erie,Amherst,KLEIN RD,PARADISE RD,RT 78 TRANSIT RD,,2-WAY,2011,9742,9236,505,"(42.999816, -78.699937)"
536373,Erie,BUFFALO,S OGDEN ST,GRISWOLD ST,DINGENS ST,BETWEEN,,2022,9843,,,"(42.875681, -78.801552)"
534185,Erie,Lancaster,COMO PARK BLVD,RT 78 TRANSIT RD,PENORA ST,,2-WAY,2010,8711,,,"(42.892445, -78.691093)"
530307,Erie,Buffalo,DELAWARE AVE,CHURCH ST,W CHIPPEWA ST,BETWEEN,2-WAY,1977,18200,,,"(42.888246, -78.877531)"
540496,Niagara,North Tonawanda,WARD RD,OLIVER ST,N TONAWANDA CITY LN,,2-WAY,1976,5950,,,"(43.062202, -78.889282)"
534722,Erie,Buffalo,RED JACKET PKWY,MCKINLEY PKWY,ABBOTT RD,,2-WAY,1993,6200,,,"(42.845394, -78.811988)"
530135,Erie,Brant,ERIE RD,END RT 20 OLAP,RT 438 FLAT RD,BETWEEN,2-WAY,2009,5900,,,"(42.569738, -79.10211)"
546049,Niagara,Royalton,DITCH RD,FOOTE RD,BARTEL RD,,2-WAY,2006,300,,,"(43.102708, -78.497754)"
530954EB,Erie,Amherst,UB Access Ramp,I 990,JJ Audubon Pkwy,BETWEEN,1-WAY,2009,2395,,,"(43.005942, -78.798236)"
534655,Erie,Buffalo,NORTHLAND AV,GRIDER ST,MOSELLE ST,,2-WAY,2015,1230,1212,17,"(42.918862, -78.827194)"
531210,Erie,Collins,BAGDAD RD,US 62,WEST BECKER RD,BETWEEN,2-WAY,2009,2750,,,"(42.477331, -78.926644)"
534027,Erie,Buffalo,AMHERST ST,FAIRFIELD ST,RT 5 MAIN ST,,2-WAY,1983,9600,,,"(42.940276, -78.840562)"
536006,Erie,BUFFALO,DODGE ST,LINDEN PARK,M L KING PARK ACC,BETWEEN,,2022,3471,,,"(42.905026, -78.844647)"
534303,Erie,Tonawanda,ENGLEWOOD,PARKER AV,KENMORE AV,,2-WAY,2018,6428,5373,1054,"(42.959729, -78.834964)"
544106,Niagara,Niagara,LOCKPORT RD,PACKARD RD,WHEATFIELD TN LN,BETWEEN,2-WAY,1994,15500,,,"(43.121179, -78.954443)"
544231,Niagara,Niagara Falls,THIRD ST,RT 104 MAIN ST,WHIRLPOOL ST,,2-WAY,1992,5300,,,"(43.094976, -79.059615)"
530944,Erie,Orchard Park,ARMOR DUELLS RD,DUERR RD,RT 219 EXPWY SB,,2-WAY,1987,4300,,,"(42.749214, -78.76553)"
540569,Niagara,Lewiston,NIAGARA THRUWAY,WITMER RD,RT 104/RT 265,,2-WAY,1999,20900,,,"(43.137101, -79.021289)"
534910,Erie,Lancaster,WILLIAM ST,AURORA ST,BOWEN RD,,2-WAY,2015,7815,7274,540,"(42.881019, -78.650772)"
534503,Erie,Amherst,KLEIN RD,PARADISE RD,RT 78 TRANSIT RD,,2-WAY,2005,8700,,,"(42.999816, -78.699937)"
544108,Niagara,Wheatfield,LOCKPORT RD,WALMORE RD,RT 429 WARD RD,,2-WAY,1996,10300,,,"(43.121331, -78.907639)"
530051,Erie,West Seneca,SENECA ST(RT 16),RT 400 EXPWY,RT 240 HARLEM RD,BETWEEN,2-WAY,1992,22100,,,"(42.842426, -78.788559)"
534562,Erie,Buffalo,MARINE DR,ERIE ST,ERIE ST (COMMERCIAL ST),,2-WAY,2008,2450,,,"(42.878283, -78.880806)"
549504,Niagara,Wheatfield,MAPLETON RD,SHAWNEE RD,TOWNLINE RD,,2-WAY,2018,3898,3601,296,"(43.122104, -78.831804)"
530172,Erie,CLARENCE/AMHERST,TRANSIT RD,KLEIN/ROLL RDS,NORTH FRENCH RD,BETWEEN,2-WAY,1982,13500,,,"(43.026925, -78.696931)"
536073,Erie,Clarence,KENFIELD RD,LAPP RD,WOLCOTT RD,,2-WAY,2015,705,668,36,"(43.055154, -78.67307)"
534424,Erie,Buffalo,HERMAN ST,SYCAMORE ST,GENESEE ST,,2-WAY,2016,2390,2368,21,"(42.898085, -78.844607)"
534073,Erie,Buffalo,BEST ST,MICHIGAN AV,JEFFERSON AV,,2-WAY,1996,7300,,,"(42.90379, -78.85482)"
534124,Erie,Marilla,BULLIS RD,FOUR ROD RD,THREE ROD RD,BETWEEN,2-WAY,2000,2000,,,"(42.84223, -78.52459)"
530385,Erie,Cheektowaga,HARLEM RD,CLEVELAND DR,WEHRLE DR,BETWEEN,2-WAY,1983,17400,,,"(42.947533, -78.784075)"
534521,Erie,Hamburg,LAKE VIEW RD,RT 5 LAKE SHORE RD,BURKE RD,,2-WAY,1992,4600,,,"(42.715142, -78.939933)"
532238,Erie,Marilla,THREE ROD RD,NY 354 CLINTON ST,MARILLA TOWN LN,,2-WAY,2010,800,,,"(42.86118, -78.517124)"
542043,Niagara,PENDLETON/WHEATFIELD,PENDLETON/WHEATFIELD TOWN LINE RD,TONAWANDA CREEK RD,CRESENT DR,,2-WAY,2007,850,,,"(43.056379, -78.822489)"
532047,Erie,Buffalo,FRANKLIN ST,CHURCH ST,W EAGLE ST,,2-WAY,2017,5011,4618,392,"(42.884164, -78.877223)"
544156,Niagara,North Tonawanda,NINTH AV,OLIVER ST,GILMORE AV,,2-WAY,2018,1986,1046,939,"(43.043, -78.880492)"
532041,Erie,Tonawanda,ENSMINGER,E PARK DR,MILENS RD,,2-WAY,2008,6800,,,"(42.987991, -78.8932)"
544146,Niagara,Wheatfield,NIAGARA RD,RT 62 NF BLVD,SCHULTZ ST,,2-WAY,2012,4282,,,"(43.100899, -78.921179)"
546146,Niagara,LOCKPORT,MILL ST,MARKET ST,CLINTON ST,BETWEEN,,2022,2180,,,"(43.177145, -78.68613)"
530421,Erie,West Seneca,HARLEM RD,MINERAL SPRINGS RD,RT 354 CLINTON ST,BETWEEN,2-WAY,1978,19000,,,"(42.86886, -78.787149)"
530207,Erie,Buffalo,AMHERST ST,E TONAWANDA ST,RT 265 MILITARY RD,BETWEEN,2-WAY,2002,9500,,,"(42.936632, -78.894603)"
530601,Erie,HAMBURG/ORCHARD PARK,S WESTERN BLVD,RT 20A BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,2-WAY,1986,13900,,,"(42.783004, -78.766994)"
534404,Erie,Buffalo,GRIDER ST,E FERRY ST,NORTHLAND AV,,2-WAY,1993,6700,,,"(42.9171, -78.829101)"
534230,Erie,Buffalo,DOAT ST,MAY ST,RT 62 BAILEY AV,,2-WAY,2019,4078,3855,222,"(42.90975, -78.815611)"
534580,Erie,Buffalo,MCKINLEY PKWY,MCCLELLAN CIR,TIFFT ST,,2-WAY,2008,8850,,,"(42.845938, -78.81712)"
534321,Erie,Buffalo,FERRY ST (WEST),RICHMOND AV,ELMWOOD AV,,2-WAY,2005,6200,,,"(42.95144, -78.87849)"
534313,Erie,Buffalo,FERRY ST (EAST),MICHIGAN AV,JEFFERSON AV,BETWEEN,2-WAY,1977,12000,,,"(42.915313, -78.860046)"
546094,Niagara,Lockport,WISTERMAN RD,RAPIDS RD,KINNE RD,,2-WAY,2015,1766,,,"(43.107799, -78.636011)"
531102,Erie,"TONAWANDA, BUFFALO",KENMORE AVE,RT 265 MILITARY RD,ELMWOOD AV,,2-WAY,1983,8500,,,"(42.958596, -78.884456)"
539500,Erie,East Aurora,BUFFALO ST,Grey St,GIRARD AVE,,2-WAY,2017,11691,11309,381,"(42.77026, -78.63189)"
530083,Erie,Concord,SOUTHERN EXPWY,GENESEE RD,Rice Hill Rd,BETWEEN,2-WAY,1991,8400,,,"(42.598264, -78.746406)"
540053,Niagara,Niagara Falls,HYDE PARK BLVD,RT 384 BUFFALO AV,PACKARD RD,,2-WAY,1998,5200,,,"(43.085743, -79.020026)"
540922,Niagara,Niagara Falls,NIAGARA ST,RAINBOW BRIDGE,RT 384 S RAINBOW BLVD,BETWEEN,2-WAY,1999,14400,,,"(43.088124, -79.063353)"
530933,Erie,Cheektowaga,WALDEN AVE,I-90 NYS THRUWAY,RT 277 UNION RD,,2-WAY,1977,36000,,,"(42.908286, -78.759913)"
536190,Erie,Amherst,N FRENCH RD,DODGE RD,RT 78 TRANSIT RD,,2-WAY,2008,14100,,,"(43.034047, -78.701073)"
540912,Niagara,Niagara Falls,ROBT MOSES PKWY,LASALLE EXPWY,I-190,,2-WAY,1991,6650,,,"(43.074303, -78.989419)"
530328,Erie,Amherst,MILLERSPORT HWY,CONVENTRY RD,N FOREST RD,BETWEEN,2-WAY,2014,19240,,,"(43.004938, -78.772548)"
530943,Erie,Cheektowaga,GENESEE ST,RT 277 UNION RD,DICK RD,,2-WAY,2001,13800,,,"(42.928162, -78.748673)"
540051,Niagara,Newfane,LAKE RD,RT 78 LOCKPORT-OLCOTT RD,HESS RD,,2-WAY,2006,1900,,,"(43.341634, -78.686086)"
530024,Erie,Colden,GLEN-E CONC RD(240),CRUMP RD,HOLLAND-GLENWOOD RD,BETWEEN,2-WAY,2000,2200,,,"(42.615115, -78.654269)"
535295,Erie,Lancaster,Woodlawn Ave,Broadway,Lakeside Cres,BETWEEN,2-WAY,2015,484,,,"(42.896483, -78.661121)"
534134,Erie,Cheektowaga,CAYUGA RD,RT 33 KENSINGTON EXPWY,CLEVELAND DR,,2-WAY,1984,15300,,,"(42.935568, -78.744153)"
534964,Erie,Buffalo,PEARL ST,LOWER TERRACE,CHURCH ST,,1-WAY,2010,2850,,,"(42.881468, -78.876944)"
540107,Niagara,Lewiston,SAUNDERS SETTLEMENT RD,RT 265 MILITARY RD,WALMORE RD,,2-WAY,1971,4750,,,"(43.140282, -78.970448)"
533200,Erie,Hamburg,NY 5 Lakeshore Traffic Circle,,,,RAMP,2015,7463,,,"(42.78879, -78.846543)"
540091,Niagara,"WILSON, NEWFANE",LAKE RD,RT425 WILSON,RT 78 OLCOTT,,2-WAY,2011,1150,,,"(43.32821, -78.744126)"
534329,Erie,Buffalo,FILLMORE AVE,BROADWAY,SYCAMORE ST,,2-WAY,2006,8800,,,"(42.896026, -78.839294)"
544166,Niagara,Niagara Falls,ONTARIO AVE,RT 104 MAIN ST,LOCKPORT ST,,2-WAY,1981,1750,,,"(43.108644, -79.049466)"
534284,Erie,TONAWANDA,ELLICOTT CRK RD,COLVIN BLVD,PARKER BLVD,BETWEEN,,2021,6379,,,"(43.012568, -78.844069)"
530478,Erie,Buffalo,MAIN ST,NORTH ST,DELEVAN AV,BETWEEN,2-WAY,1992,22500,,,"(42.913024, -78.865324)"
536023,Erie,Boston,BOSTON STATE RD,CONCORD TN LINE,W Tillen Rd,,2-WAY,1992,2600,,,"(42.617823, -78.727298)"
531304,Erie,Hamburg,BEETOW RD,US 62,BAYVIEW DR,,2-WAY,2009,1125,,,"(42.75905, -78.823503)"
